,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
1106,1167. 6-Day Private Cambodia Tour to Angkor Wat in Siem Reap and Phnom Penh,Bus Tours,,,3+ days,"1,309.00","Breakfast, Lunch, Breakfast, Lunch, Breakfast, Breakfast, Breakfast, Lunch, Dinner, Lunch, 5 nights accommodation with twin sharing basis, Economy class airfare of Siem Reap - Phnom Penh., Service of English speaking guides per itinerary., Services of private drivers and air-conditioned vehicles., Entry/Admission - Angkor Thom, Entry/Admission - Bayon Temple, Entry/Admission - Ta Prohm Temple, Entry/Admission - Angkor Wat, Entry/Admission - Phnom Bakheng, Entry/Admission - Apsara Dance, Entry/Admission - Angkor Wat, Entry/Admission - Banteay Srei, Entry/Admission - Beng Mealea, Entry/Admission - Tonle Sap Lake, Entry/Admission - Angkor National Museum, Entry/Admission - Royal Palace, Entry/Admission - National Museum, Entry/Admission - Wat Phnom, Entry/Admission - Tuol Sleng Genocide Museum, Entry/Admission - Choeung Ek Genocidal Center","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1107,1168. Phnom Penh Birding Experience and Brunch,Bus Tours,1,5,5–6 hours,65,"Breakfast, Coffee and/or Tea, Binocular, Air-conditioned vehicle, Birding Guide","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1108,1169. Private Angkor Wat Best Pink Temple Private Tour,Full-day Tours,1,5,6+ hours,76.93,"English speaking guide with license, Lexus/mini ban /bus with air-con and driver, Cold bottle of water and towels, Gratuity is recommended, pick up and drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
1109,1170. Ruins Temples of Beng Mealea Cycling Tour,Walking Tours,1,5,6+ hours,85,"Use of bicycle, Lunch, Snacks, Bottled water, Helmet, 1st AIDS kits, Bike Parts, Coffee and/or Tea","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1110,1171. Private Angkor 2 Day Tours,Classic Car Tours,1,5,2 days,100,"English Speaking Tour Guide, Private transportation, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1111,"1172. 3-Day Angkor, Lake-side Village & Roluos Temples Tour",Adventure Tours,1,5,3 days,148.08,"Private transportation, Air-conditioned vehicle, Hotel pickups and dropoffs, Fee for motorised boat, Cold bottled water, Cold Towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
1112,"1173. Preah Vihear, Koh Ker And Beng Mealea Off Beaten Track",Full-day Tours,1,5,6+ hours,287.18,"Bottle Water, Licence tour guide, Driver, Private Tour","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1113,1174. Market Tour and Cambodian Cooking Class in Siem Reap with Private Transfers,Cooking Classes,1,5,5 hours,68,"Private market tour, cooking class + meal with your host Sela, Pick- up and drop-off from your central Siem Riep hotel, Beverages, All taxes, fees and handling charges, Gratuities, Lunch, Alcoholic Beverages","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1114,"1175. Angkor Wat Small Circuit - Sunrise -Angkor Wat,Bayon & Ta Prohm temple",Bus Tours,1,5,6–7 hours,48,"Cold water & cold towel, Hotel Pick Up & Drop Off, Air-conditioned vehicle, English Speaking Tour Guide, Entry/Admission - Ta Prohm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1115,1176. Private Guided Tour in Temples of Angkor and Birds,Full-day Tours,1,5,10–11 hours,99,"Private transportation, Breakfast, Bottled water, Lunch","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1116,1177. Cooking Class By Borei Angkor,Cooking Classes,1,5,4 hours,76.93,"Cooking tools and equipment, Grocery Expenses, Three Gourmet Meal, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1117,1178. Authentic Cambodian food tour,Bus Tours,1,5,3 hours,60,Dinner,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1118,"1179. Private Tour in Bakong, Koh Ker and Beng Mealea",Full-day Tours,1,5,6+ hours,90,"Private Minivan & friendly driver, Pick up time 8:30am and Drop off around 5pm, Cold Towels and Cold Waters, English speaking tour guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1119,1180. Private Phnom Chisor Temple Day Trip from Phnom Penh,Full-day Tours,2,4,6+ hours,127.7,"Bottled water, Lunch, Coffee and/or Tea, Private Guide, Private Transport & Driver, Hotel pickup","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1120,1181. Kompong Phluk Two Village Tour and Longtail Cruise from Siem Riep,Full-day Tours,2,4,6–7 hours,115,"All taxes, fees and handling charges, Bottled water, Lunch, Professional guide, Hotel pickup and drop-off, Transport by air-conditioned minivan, Alcoholic Beverages, Restroom on board, Entry/Admission - Tonle Sap Lake, Entry/Admission - Tara River Boat Tours, Entry/Admission - Kompong Phluk","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1121,1182. Siem Reap Evening Foodie Experience,Tuk Tuk Tours,2,5,3–4 hours,45.5,"Round trip by Tuk Tuk, English speaking guide, Food, beverages, beer, and wine of Siem Reap","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1122,1183. Prek Toal Bird Sanctuary Day Trip from Siem Reap,6+ hours,1,5,6+ hours,195,"Lunch, beverages and snacks, Local guide, Transport by air-conditioned minivan, Hotel pickup and drop-off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1123,1184. Kompong Phluk Half-Day Tour from Siem Reap,Bus Tours,3,3,4–5 hours,45,"Lunch, beverages and snacks, Local guide, Transport by air-conditioned minivan, Hotel pickup and drop-off",
1124,1185. Angkor's Secret Trails Hiking Beyond the Temples,Full-day Tours,,,7–8 hours,39,"Experienced and licensed English speaking tour guide, Entry Angkor Fee, Transportation, Cool bottled water and towel, Lunch","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1125,1186. Full-Day Sihanoukville Shore Excursion,Bus Tours,4,2,6 hours,95.49,"Experienced and licensed English speaking tour guide, Entry Angkor Fee, Transportation, Cool bottled water and towel, Lunch",
1126,1187. A Koh Dach Day by Local Transport,Day Trips,,,6+ hours,134.62,"A full-day tour with a professional English-speaking guide., Local transportation from and to Koh Dach., Ferry tickets from and to Koh Dach, Local transportation on the island, Fruit tasting at a plantation, All entrance and donation fees for visits as mentioned in the description., All applicable taxes and service charges, Lunch at a local restaurant (food only), Entry/Admission - Mekong Island - Koh Dach","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1127,1188. Half-Day Tour of Chong Khneas - Tonle Sap Lake,Bus Tours,,,4 hours,55,"A full-day tour with a professional English-speaking guide., Local transportation from and to Koh Dach., Ferry tickets from and to Koh Dach, Local transportation on the island, Fruit tasting at a plantation, All entrance and donation fees for visits as mentioned in the description., All applicable taxes and service charges, Lunch at a local restaurant (food only), Entry/Admission - Mekong Island - Koh Dach",
1128,1189. Half-Day Small-Group Guided Tour of Phnom Penh,Bus Tours,,,4 hours,65.39,"Land transfer in air conditioned vehicle, English-speaking guide, Hotel pickup and drop-off, Joining tour","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1129,1190. Day Excursion to Takeo from Phnom Penh,Walking Tours,,,5 hours,107,"Hotel pickup and drop-off, Cooking instructor-guide, Recipe book, Lunch and dessert","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1130,1191. Siem Reap Heritage Walking Tour,Walking Tours,1,4,2–4 hours,6.99,Instruction at the start,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1131,1192. Cycling through Siem Reap’s Countryside,Bike Tours,,,4 hours,73.08,"Mountain bike, supported by minivan, Hotel pickup and drop-off, Bottled water, Local guide, Entry/Admission - Roluos Temples, Entry/Admission - Preah Ko","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1132,1193.  Ultimate 2 Days Adventure Tour Angkor Wat Sunrise Withlocal Tour Guide,Bus Tours,1,4,2 days,95,"English Speaking Guide with licensed, Pick up & drop off at hotel, Cool water and Cool towel, All local Applicable taxes","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1133,1194. The Charm of Sambor Prei Kuk,Bus Tours,,,6+ hours,171.8,"A full-day tour with a professional English-speaking guide., Transportation by car / mini-van / coach with professional driver, All entrance and donation fees for visits as mentioned in the description, All applicable taxes and service charges, One day Angkor Pass, Lunch at a local restaurant is included (food only), Entry/Admission - Sambor Prei Kuk","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1134,1195. Explore 2-Days Sunrise Angkor Wat & Day Trip To Waterfall 1000 Lingas Carving,Bus Tours,,,2 days,108.98,"Air-conditioned vehicle, English tour guide, Cold water & cold towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1135,1196. Private Kulen mountain unique adventurous tour,Full-day Tours,1,4,6+ hours,110.77,"Motor bike and helmet, English speaking tour guide with license, Cold pure drinking water and towels, pick-up from the hotel and drop off down town, Lexus or min van/mini bus with licensed driver, Gratuity is recommended, Entry/Admission - Phnom Kulen National Park","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1136,1197. Phnom Penh to Sihanoukville by Private Car or Minivan,Skip the line Tickets,1,4,4 hours,49,"Good car with good air conditioning, Door To Door Service, Free transfer from & to Your Hotel, Toilet stop (more stops on request), Entry/Admission - Ream, Guaranteed to skip the lines","Asia, Cambodia, Sihanoukville Province, Ream, Things to Do in Ream, Ream Tours, Tours and Tickets"
1137,1198. Private Transfer From Phnom Penh International Airport To Phnom Penh City Center,45–60 minutes,1,4,45–60 minutes,21.34,"Private transport with air-conditioning (Car/Minivan), English speaking driver with license, Petrol, parking fees and toll","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1138,1199. An Introduction to Khmer Cuisine,Cooking Classes,,,3–4 hours,46.16,"A half-day tour with a professional English-speaking instructors, Transportation by air-conditioned vehicle with professional driver., Use of cooking equipment, ingredients, instruction material and utensils, All applicable taxes and service charges, Lunch or dinner at the cooking school is included (food only)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1139,"1200. Tonle Sap, Kampong Phluk Floating Village Half Day Tour",Bus Tours,1,4,4 hours,58.98,"English-Speaking Tour Guide, Transport ( AC car or minivan or minibus), Bottles of Cold drinking Water, Cruise ride and entrance fee to Kampong Pluk, Entry/Admission - Kampong Phluk Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1140,1201. Angkor Wat Sunrise Tours - Private English Speaking Guide,7–9 hours,1,4,7–9 hours,55,"Experienced English speaking tour guide, Private vehicle by air-conditioned vehicle, Free cool water & cool towels during touring, Passenger insurance included","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1141,1202. Battambang Excursion from Siem Reap,Bus Tours,1,4,2 days,217.95,"All land transportation by private, air-con vehicle, One night at a 3-star hotel in Battambang with breakfast, Experienced ENGLISH speaking guide for Battambang sightseeing, Mineral water and cold tissues on tours, Breakfast","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1142,1203. Enjoy Authentic Khmer Cuisine at Butterfly Pea Restaurant,2 hours,1,4,2 hours,18,Meal as mentioned in the menu,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1143,1204. Sihanoukville City Tour,Bus Tours,1,4,6 hours,74.68,"Air-conditioned vehicle, English speaking guide, Entrance fees, Refreshment drink & cold towel","Asia, Cambodia, Sihanoukville Province, Sihanoukville, Things to Do in Sihanoukville, Sihanoukville Tours, Tours and Tickets"
1144,1205. Ancient Temples Explorer with Sunset by Vehicle,Full-day Tours,1,4,7–8 hours,44.88,"Air-conditioned vehicle, Experienced English speaking local guide, Pick up & drop off (from/at your hotel), Cool water and towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1145,"1206. Historical Phnom Penh Small-Group Tour,Include Killing Fields and Prison S21",Luxury Car Tours,1,4,4–5 hours,97.44,"Local English-speaking guide, All transport in air-conditioned vehicles, Entry/Admission - Tuol Sleng Genocide Museum, Entry/Admission - Killing Fields and S21 Tour, Cold Battle of waters","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1146,1207. Siem Reap 3-Day Tour,Bus Tours,1,4,3 days,160.26,"Pick Up & Drop Off in Siem Reap, Car, Van or Minibus with A/C, Cool Water and Cool Towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1147,1208. Floating Village Tour (Kampong Phluk),Bus Tours,1,4,5–6 minutes,57.7,"Transport, English-speaking tour guide, Boat, Drinking Water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1148,1209. Angkor Wat Experience Two Days,Overnight Tours,,,2 days,241.65,"Lunch, Lunch, Private Guide, Food and drinks (bottled water, morning teas, lunches), Driver, Hotel pickup, Entry/Admission - Angkor Wat, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Ta Prohm, Entry/Admission - Angkor Wat, Entry/Admission - Banteay Samre, Entry/Admission - Preah Khan, Entry/Admission - Pre Rup, Entry/Admission - Neak Pean, Entry/Admission - Prasat Kravan","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1149,1210. Waterfall & Sihanoukville City Tour,Full-day Tours,2,3.5,6+ hours,84.42,"Air-conditioned vehicle, English speaking guide, Refreshment drink & cold towel","Asia, Cambodia, Sihanoukville Province, Sihanoukville, Things to Do in Sihanoukville, Sihanoukville Tours, Tours and Tickets"
1150,1211. 3 hour cruise Tonle Sap Lake and Floating Villages Cruise from Siem Reap,Day Trips,1,4,4 hours,34,"Local guide, Hotel pickup and drop-off, Restroom on board, fresh fruits and drink, Entry/Admission - Khmer Detours Day Tours, Entry/Admission - Lotus Farm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1151,1212. Full-Day Kampot & Kep with a local Tuk Tuk Tours,Day Trips,2,3.5,6–7 hours,64.62,"Hotel pick up & drop off, Cold bottle of waters during the trip, Tuk Tuk for transportation, English speaking tour guide, All entrance fees are mentioned above, Entry/Admission - Salt Fields, Entry/Admission - Kep Crab Market, Entry/Admission - Phnom Chhngok Cave Temple, Entry/Admission - La Plantation, Entry/Admission - La Plantation","Asia, Cambodia, Kampot Province, Kampot, Things to Do in Kampot, Kampot Tours, Tours and Tickets"
1152,1213. Siem Reap sightseeing and local street food by motor,Motorcycle Tours,1,5,4 hours,55.42,"Motor Driver with English speaking guide, Free pick up and drop off at your hotel, Private tour, Use Helmet, rain coat (if needed), All foods and unlimited drinks (water, soft drinks, beers), Lunch, Snacks, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1153,1214. Free the Bears at Phnom Tamao,Bus Tours,3,2.5,6–8 hours,187.2,"Tours and transfers as mentioned by private air-conditioned vehicles., Guided tour of Phnom Tamao with a bear keeper, Lunch at wildlife center, Bottled water, Entry/Admission - Phnom Penh","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
